"","Lat","Long","Cidade","Data","Precipitacao"
"334",-19.93,-43.93,"belo_horizonte-mg",2018-07-01,3.1
"335",-19.93,-43.93,"belo_horizonte-mg",2018-08-01,39.7
"336",-19.93,-43.93,"belo_horizonte-mg",2018-09-01,44.4
"337",-19.93,-43.93,"belo_horizonte-mg",2018-10-01,187.1
"338",-19.93,-43.93,"belo_horizonte-mg",2018-11-01,260.6
"339",-19.93,-43.93,"belo_horizonte-mg",2018-12-01,282.8
"340",-19.88,-44.41,"florestal-mg",2018-01-01,177.4
"341",-19.88,-44.41,"florestal-mg",2018-02-01,292
"342",-19.88,-44.41,"florestal-mg",2018-03-01,175.6
"343",-19.88,-44.41,"florestal-mg",2018-04-01,7.4
"344",-19.88,-44.41,"florestal-mg",2018-05-01,19.8
"345",-19.73,-47.95,"uberaba-mg",2018-01-01,439.5
"346",-19.73,-47.95,"uberaba-mg",2018-02-01,252.6
"347",-19.73,-47.95,"uberaba-mg",2018-03-01,92.2
"348",-19.73,-47.95,"uberaba-mg",2018-04-01,132.8
"349",-19.73,-47.95,"uberaba-mg",2018-05-01,34.6
"350",-19.73,-47.95,"uberaba-mg",2018-06-01,0
"351",-19.73,-47.95,"uberaba-mg",2018-07-01,0
"352",-19.73,-47.95,"uberaba-mg",2018-08-01,29.6
"353",-19.73,-42.13,"caratinga-mg",2018-01-01,142.9
"354",-19.73,-42.13,"caratinga-mg",2019-01-01,39.1
"355",-19.73,-42.13,"caratinga-mg",2018-02-01,239.8
"356",-19.73,-42.13,"caratinga-mg",2019-02-01,196
"357",-19.73,-42.13,"caratinga-mg",2018-03-01,223.4
"358",-19.73,-42.13,"caratinga-mg",2019-03-01,32.4
"359",-19.73,-42.13,"caratinga-mg",2018-04-01,135.1
"360",-19.73,-42.13,"caratinga-mg",2018-05-01,35.2
"361",-19.73,-42.13,"caratinga-mg",2018-06-01,1.1
"362",-19.73,-42.13,"caratinga-mg",2018-07-01,1.1
"363",-19.73,-42.13,"caratinga-mg",2018-08-01,8.3
"364",-19.73,-42.13,"caratinga-mg",2018-09-01,35.3
"365",-19.73,-42.13,"caratinga-mg",2018-10-01,68.6
"366",-19.73,-42.13,"caratinga-mg",2018-11-01,85.4
"367",-19.73,-42.13,"caratinga-mg",2018-12-01,233.6
"368",-19.68,-45.36,"bom_despacho-mg",2018-01-01,23.4
"369",-19.68,-45.36,"bom_despacho-mg",2019-01-01,68.8
"370",-19.68,-45.36,"bom_despacho-mg",2018-02-01,270.1
"371",-19.68,-45.36,"bom_despacho-mg",2018-03-01,74.1
"372",-19.68,-45.36,"bom_despacho-mg",2018-04-01,7.4
"373",-19.68,-45.36,"bom_despacho-mg",2018-05-01,3.6
"374",-19.68,-45.36,"bom_despacho-mg",2018-06-01,3.6
"375",-19.68,-45.36,"bom_despacho-mg",2018-07-01,0
"376",-19.68,-45.36,"bom_despacho-mg",2018-08-01,52
"377",-19.68,-45.36,"bom_despacho-mg",2018-09-01,43.9
"378",-19.68,-45.36,"bom_despacho-mg",2018-10-01,127.1
"379",-19.68,-45.36,"bom_despacho-mg",2018-11-01,319
"380",-19.68,-45.36,"bom_despacho-mg",2018-12-01,100.8
"381",-19.6,-46.94,"araxa-mg",2018-01-01,173.2
"382",-19.6,-46.94,"araxa-mg",2019-01-01,161.4
"383",-19.6,-46.94,"araxa-mg",2018-02-01,257.6
"384",-19.6,-46.94,"araxa-mg",2019-02-01,366.1
"385",-19.6,-46.94,"araxa-mg",2018-03-01,74.6
"386",-19.6,-46.94,"araxa-mg",2019-03-01,157.4
"387",-19.6,-46.94,"araxa-mg",2018-04-01,157.1
"388",-19.6,-46.94,"araxa-mg",2018-05-01,20.8
"389",-19.6,-46.94,"araxa-mg",2018-06-01,0
"390",-19.6,-46.94,"araxa-mg",2018-07-01,0
"391",-19.6,-46.94,"araxa-mg",2018-08-01,19
"392",-19.6,-46.94,"araxa-mg",2018-09-01,86
"393",-19.6,-46.94,"araxa-mg",2018-10-01,200
"394",-19.6,-46.94,"araxa-mg",2018-11-01,437.8
"395",-19.6,-46.94,"araxa-mg",2018-12-01,212.4
"396",-19.02,-43.43,"c_do_mato_dentro-mg",2018-01-01,157
"397",-19.02,-43.43,"c_do_mato_dentro-mg",2019-01-01,6.3
"398",-19.02,-43.43,"c_do_mato_dentro-mg",2018-02-01,474.1
"399",-19.02,-43.43,"c_do_mato_dentro-mg",2019-02-01,232.6
"400",-19.02,-43.43,"c_do_mato_dentro-mg",2018-03-01,216
"401",-19.02,-43.43,"c_do_mato_dentro-mg",2019-03-01,142.5
"402",-19.02,-43.43,"c_do_mato_dentro-mg",2018-04-01,144.8
"403",-19.02,-43.43,"c_do_mato_dentro-mg",2018-05-01,9
"404",-19.02,-43.43,"c_do_mato_dentro-mg",2018-06-01,3.9
"405",-19.02,-43.43,"c_do_mato_dentro-mg",2018-07-01,0.2
"406",-19.02,-43.43,"c_do_mato_dentro-mg",2018-08-01,25.5
"407",-19.02,-43.43,"c_do_mato_dentro-mg",2018-09-01,89.9
"408",-19.02,-43.43,"c_do_mato_dentro-mg",2018-10-01,112.3
"409",-19.02,-43.43,"c_do_mato_dentro-mg",2018-11-01,183.4
"410",-19.02,-43.43,"c_do_mato_dentro-mg",2018-12-01,217.4
"411",-18.75,-44.45,"curvelo-mg",2018-01-01,169
"412",-18.75,-44.45,"curvelo-mg",2019-01-01,42.8
"413",-18.75,-44.45,"curvelo-mg",2018-02-01,274.2
"414",-18.75,-44.45,"curvelo-mg",2019-02-01,160.4
"415",-18.75,-44.45,"curvelo-mg",2018-03-01,181.2
"416",-18.75,-44.45,"curvelo-mg",2019-03-01,154.6
"417",-18.75,-44.45,"curvelo-mg",2018-04-01,45.5
"418",-18.75,-44.45,"curvelo-mg",2018-05-01,17.3
"419",-18.75,-44.45,"curvelo-mg",2018-06-01,0
"420",-18.75,-44.45,"curvelo-mg",2018-07-01,0
"421",-18.75,-44.45,"curvelo-mg",2018-08-01,1.4
"422",-18.75,-44.45,"curvelo-mg",2018-09-01,22.3
"423",-18.75,-44.45,"curvelo-mg",2018-10-01,112.8
"424",-18.75,-44.45,"curvelo-mg",2018-11-01,194.3
"425",-18.75,-44.45,"curvelo-mg",2018-12-01,284.1
"426",-18.71,-49.55,"capinopolis-mg",2018-01-01,385.4
"427",-18.71,-49.55,"capinopolis-mg",2018-02-01,155.2
"428",-18.71,-49.55,"capinopolis-mg",2018-03-01,66.5
"429",-18.71,-49.55,"capinopolis-mg",2018-04-01,105.5
"430",-18.71,-49.55,"capinopolis-mg",2018-05-01,9
"431",-18.71,-49.55,"capinopolis-mg",2018-06-01,0
"432",-18.7,-39.85,"sao_mateus-es",2018-01-01,45.1
"433",-18.7,-39.85,"sao_mateus-es",2019-01-01,14.2
"434",-18.7,-39.85,"sao_mateus-es",2018-02-01,205.2
"435",-18.7,-39.85,"sao_mateus-es",2019-02-01,36.8
"436",-18.7,-39.85,"sao_mateus-es",2018-03-01,90.2
"437",-18.7,-39.85,"sao_mateus-es",2019-03-01,135.2
"438",-18.7,-39.85,"sao_mateus-es",2018-04-01,181.2
"439",-18.7,-39.85,"sao_mateus-es",2018-05-01,189.4
"440",-18.7,-39.85,"sao_mateus-es",2018-06-01,48.3
"441",-18.7,-39.85,"sao_mateus-es",2018-07-01,0.2
"442",-18.7,-39.85,"sao_mateus-es",2018-08-01,115.8
"443",-18.7,-39.85,"sao_mateus-es",2018-09-01,30.2
"444",-18.7,-39.85,"sao_mateus-es",2018-10-01,151.1
"445",-18.7,-39.85,"sao_mateus-es",2018-11-01,238.9
"446",-18.7,-39.85,"sao_mateus-es",2018-12-01,230.3
"447",-18.51,-46.43,"patos_de_minas-mg",2018-01-01,194
"448",-18.51,-46.43,"patos_de_minas-mg",2018-02-01,104.5
"449",-18.51,-46.43,"patos_de_minas-mg",2018-03-01,179.2
"450",-18.51,-46.43,"patos_de_minas-mg",2018-04-01,43.6
"451",-18.51,-46.43,"patos_de_minas-mg",2018-05-01,20.5
"452",-18.23,-43.64,"diamantina-mg",2018-01-01,58.6
"453",-18.23,-43.64,"diamantina-mg",2019-01-01,62
"454",-18.23,-43.64,"diamantina-mg",2018-02-01,276.3
"455",-18.23,-43.64,"diamantina-mg",2019-02-01,166.1
"456",-18.23,-43.64,"diamantina-mg",2018-03-01,172.4
"457",-18.23,-43.64,"diamantina-mg",2019-03-01,111.2
"458",-18.23,-43.64,"diamantina-mg",2018-04-01,180.6
"459",-18.23,-43.64,"diamantina-mg",2018-05-01,23.9
"460",-18.23,-43.64,"diamantina-mg",2018-06-01,1.9
"461",-18.23,-43.64,"diamantina-mg",2018-07-01,2.5
"462",-18.23,-43.64,"diamantina-mg",2018-08-01,33.3
"463",-18.23,-43.64,"diamantina-mg",2018-09-01,20.2
"464",-18.23,-43.64,"diamantina-mg",2018-10-01,149.7
"465",-18.23,-43.64,"diamantina-mg",2018-11-01,222.6
"466",-18.23,-43.64,"diamantina-mg",2018-12-01,186.7
"467",-17.85,-42.85,"itamarandiba-mg",2018-01-01,116.8
"468",-17.85,-42.85,"itamarandiba-mg",2019-01-01,9.7
"469",-17.85,-42.85,"itamarandiba-mg",2018-02-01,355.6
"470",-17.85,-42.85,"itamarandiba-mg",2019-02-01,159.7
"471",-17.85,-42.85,"itamarandiba-mg",2018-03-01,93.2
"472",-17.85,-42.85,"itamarandiba-mg",2019-03-01,58.7
"473",-17.85,-42.85,"itamarandiba-mg",2018-04-01,34.1
"474",-17.85,-42.85,"itamarandiba-mg",2018-05-01,8.8
"475",-17.85,-42.85,"itamarandiba-mg",2018-06-01,2.9
"476",-17.85,-42.85,"itamarandiba-mg",2018-07-01,2.9
"477",-17.85,-42.85,"itamarandiba-mg",2018-08-01,26.5
"478",-17.85,-42.85,"itamarandiba-mg",2018-09-01,6.6
"479",-17.85,-42.85,"itamarandiba-mg",2018-10-01,108.8
"480",-17.85,-42.85,"itamarandiba-mg",2018-11-01,102.1
"481",-17.85,-42.85,"itamarandiba-mg",2018-12-01,106.3
"482",-17.53,-43,"carbonita-mg",2018-01-01,121.7
"483",-17.53,-43,"carbonita-mg",2019-01-01,2.4
"484",-17.53,-43,"carbonita-mg",2018-02-01,289.6
"485",-17.53,-43,"carbonita-mg",2019-02-01,144.3
"486",-17.53,-43,"carbonita-mg",2018-03-01,142.2
"487",-17.53,-43,"carbonita-mg",2019-03-01,31.5
"488",-17.53,-43,"carbonita-mg",2018-04-01,58.3
"489",-17.53,-43,"carbonita-mg",2018-05-01,8.2
"490",-17.53,-43,"carbonita-mg",2018-06-01,0
"491",-17.53,-43,"carbonita-mg",2018-07-01,1.5
"492",-17.53,-43,"carbonita-mg",2018-08-01,3.1
"493",-17.53,-43,"carbonita-mg",2018-09-01,12.7
"494",-17.53,-43,"carbonita-mg",2018-10-01,129.4
"495",-17.53,-43,"carbonita-mg",2018-11-01,78.5
"496",-17.53,-43,"carbonita-mg",2018-12-01,300.9
"497",-17.35,-44.91,"pirapora-mg",2018-01-01,58.2
"498",-17.35,-44.91,"pirapora-mg",2018-02-01,169
"499",-17.35,-44.91,"pirapora-mg",2019-02-01,125.4
"500",-17.35,-44.91,"pirapora-mg",2019-03-01,105.8
"501",-17.35,-44.91,"pirapora-mg",2018-06-01,0
"502",-17.35,-44.91,"pirapora-mg",2018-07-01,0
"503",-17.35,-44.91,"pirapora-mg",2018-08-01,9.2
"504",-17.35,-44.91,"pirapora-mg",2018-09-01,2.4
"505",-17.35,-44.91,"pirapora-mg",2018-10-01,100.9
"506",-17.35,-44.91,"pirapora-mg",2018-11-01,290.1
"507",-17.35,-44.91,"pirapora-mg",2018-12-01,337.1
"508",-17.24,-46.88,"paracatu-mg",2018-01-01,228.7
"509",-17.24,-46.88,"paracatu-mg",2019-01-01,21.2
"510",-17.24,-46.88,"paracatu-mg",2018-02-01,337.2
"511",-17.24,-46.88,"paracatu-mg",2019-02-01,296.7
"512",-17.24,-46.88,"paracatu-mg",2018-03-01,115.2
"513",-17.24,-46.88,"paracatu-mg",2019-03-01,142.2
"514",-17.24,-46.88,"paracatu-mg",2018-04-01,69.3
"515",-17.24,-46.88,"paracatu-mg",2018-05-01,8
"516",-17.24,-46.88,"paracatu-mg",2018-06-01,0
"517",-17.24,-46.88,"paracatu-mg",2018-07-01,0
"518",-17.24,-46.88,"paracatu-mg",2018-08-01,4.5
"519",-17.24,-46.88,"paracatu-mg",2018-09-01,40.4
"520",-17.24,-46.88,"paracatu-mg",2018-10-01,109
"521",-17.24,-46.88,"paracatu-mg",2018-11-01,427.8
"522",-17.24,-46.88,"paracatu-mg",2018-12-01,192
"523",-16.83,-42.05,"aracuai-mg",2018-01-01,23.8
"524",-16.83,-42.05,"aracuai-mg",2019-01-01,17
"525",-16.83,-42.05,"aracuai-mg",2018-02-01,283.7
"526",-16.83,-42.05,"aracuai-mg",2019-02-01,119.5
"527",-16.83,-42.05,"aracuai-mg",2018-03-01,113.8
"528",-16.83,-42.05,"aracuai-mg",2019-03-01,38.8
"529",-16.83,-42.05,"aracuai-mg",2018-04-01,15.6
"530",-16.83,-42.05,"aracuai-mg",2018-05-01,10.9
"531",-16.83,-42.05,"aracuai-mg",2018-06-01,0.3
"532",-16.83,-42.05,"aracuai-mg",2018-07-01,1.1
"533",-16.83,-42.05,"aracuai-mg",2018-08-01,0
"534",-16.83,-42.05,"aracuai-mg",2018-09-01,4.8
"535",-16.83,-42.05,"aracuai-mg",2018-10-01,97.2
"536",-16.83,-42.05,"aracuai-mg",2018-11-01,107.5
"537",-16.83,-42.05,"aracuai-mg",2018-12-01,108.2
"538",-16.77,-43.66,"juramento-mg",2018-01-01,62.6
"539",-16.77,-43.66,"juramento-mg",2019-01-01,0
"540",-16.77,-43.66,"juramento-mg",2018-02-01,282.2
"541",-16.77,-43.66,"juramento-mg",2019-02-01,163.7
"542",-16.77,-43.66,"juramento-mg",2018-03-01,65.2
"543",-16.77,-43.66,"juramento-mg",2019-03-01,119
"544",-16.77,-43.66,"juramento-mg",2018-04-01,35.7
"545",-16.77,-43.66,"juramento-mg",2018-05-01,12.1
"546",-16.77,-43.66,"juramento-mg",2018-06-01,0
"547",-16.77,-43.66,"juramento-mg",2018-07-01,0
"548",-16.77,-43.66,"juramento-mg",2018-08-01,0.8
"549",-16.77,-43.66,"juramento-mg",2018-09-01,5.9
"550",-16.77,-43.66,"juramento-mg",2018-10-01,187.6
"551",-16.77,-43.66,"juramento-mg",2018-11-01,151.6
"552",-16.77,-43.66,"juramento-mg",2018-12-01,256.1
"553",-16.68,-43.84,"montes_claros-mg",2018-01-01,0
"554",-16.68,-43.84,"montes_claros-mg",2019-01-01,0
"555",-16.68,-43.84,"montes_claros-mg",2018-02-01,333.9
"556",-16.68,-43.84,"montes_claros-mg",2019-02-01,92.7
"557",-16.68,-43.84,"montes_claros-mg",2018-03-01,104.1
"558",-16.68,-43.84,"montes_claros-mg",2019-03-01,200.8
"559",-16.68,-43.84,"montes_claros-mg",2018-04-01,41.6
"560",-16.68,-43.84,"montes_claros-mg",2018-05-01,12.6
"561",-16.68,-43.84,"montes_claros-mg",2018-06-01,0
"562",-16.68,-43.84,"montes_claros-mg",2018-07-01,0
"563",-16.68,-43.84,"montes_claros-mg",2018-08-01,1.7
"564",-16.68,-43.84,"montes_claros-mg",2018-09-01,0.8
"565",-16.68,-43.84,"montes_claros-mg",2018-10-01,112.9
"566",-16.68,-43.84,"montes_claros-mg",2018-11-01,130.2
"567",-16.68,-43.84,"montes_claros-mg",2018-12-01,183.6
"568",-16.36,-46.88,"unai-mg",2018-01-01,128.5
"569",-16.36,-46.88,"unai-mg",2019-01-01,54.6
"570",-16.36,-46.88,"unai-mg",2018-02-01,179.2
"571",-16.36,-46.88,"unai-mg",2019-02-01,110.4
"572",-16.36,-46.88,"unai-mg",2018-03-01,64.2
"573",-16.36,-46.88,"unai-mg",2019-03-01,228.8
"574",-16.36,-46.88,"unai-mg",2018-04-01,151.7
"575",-16.36,-46.88,"unai-mg",2018-05-01,13
"576",-16.36,-46.88,"unai-mg",2018-06-01,0
"577",-16.36,-46.88,"unai-mg",2018-07-01,0
"578",-16.36,-46.88,"unai-mg",2018-08-01,8.6
"579",-16.36,-46.88,"unai-mg",2018-09-01,33.3
"580",-16.36,-46.88,"unai-mg",2018-10-01,138.8
"581",-16.36,-46.88,"unai-mg",2018-11-01,439.7
"582",-16.36,-46.88,"unai-mg",2018-12-01,313.2
"583",-16.15,-42.28,"salinas-mg",2018-01-01,137.1
"584",-16.15,-42.28,"salinas-mg",2019-01-01,12.3
"585",-16.15,-42.28,"salinas-mg",2018-02-01,311.7
"586",-16.15,-42.28,"salinas-mg",2019-02-01,78.1
"587",-16.15,-42.28,"salinas-mg",2018-03-01,70.4
"588",-16.15,-42.28,"salinas-mg",2019-03-01,124.9
"589",-16.15,-42.28,"salinas-mg",2018-04-01,7.6
"590",-16.15,-42.28,"salinas-mg",2018-05-01,21
"591",-16.15,-42.28,"salinas-mg",2018-06-01,7
"592",-16.15,-42.28,"salinas-mg",2018-07-01,0.7
"593",-16.15,-42.28,"salinas-mg",2018-08-01,6.5
"594",-16.15,-42.28,"salinas-mg",2018-09-01,6.5
"595",-16.15,-42.28,"salinas-mg",2018-10-01,104
"596",-16.15,-42.28,"salinas-mg",2018-11-01,159.7
"597",-16.15,-42.28,"salinas-mg",2018-12-01,216.8
"598",-16,-41.28,"pedra_azul-mg",2018-01-01,23.9
"599",-16,-41.28,"pedra_azul-mg",2019-01-01,0.3
"600",-16,-41.28,"pedra_azul-mg",2018-02-01,155
"601",-16,-41.28,"pedra_azul-mg",2019-02-01,109.5
"602",-16,-41.28,"pedra_azul-mg",2018-03-01,64.4
"603",-16,-41.28,"pedra_azul-mg",2019-03-01,79.3
"604",-16,-41.28,"pedra_azul-mg",2018-04-01,17.2
"605",-16,-41.28,"pedra_azul-mg",2018-05-01,25.1
"606",-16,-41.28,"pedra_azul-mg",2018-06-01,35.3
"607",-16,-41.28,"pedra_azul-mg",2018-07-01,5.8
"608",-16,-41.28,"pedra_azul-mg",2018-08-01,9.1
"609",-16,-41.28,"pedra_azul-mg",2018-09-01,0
"610",-16,-41.28,"pedra_azul-mg",2018-10-01,60.9
"611",-16,-41.28,"pedra_azul-mg",2018-11-01,210
"612",-16,-41.28,"pedra_azul-mg",2018-12-01,260.9
"613",-15.91,-46.1,"arinos-mg",2018-01-01,67.3
"614",-15.91,-46.1,"arinos-mg",2019-01-01,47.7
"615",-15.91,-46.1,"arinos-mg",2018-02-01,165.7
"616",-15.91,-46.1,"arinos-mg",2019-02-01,220.9
"617",-15.91,-46.1,"arinos-mg",2018-03-01,175.9
"618",-15.91,-46.1,"arinos-mg",2019-03-01,214.3
"619",-15.91,-46.1,"arinos-mg",2018-04-01,42
"620",-15.91,-46.1,"arinos-mg",2018-05-01,6.9
"621",-15.91,-46.1,"arinos-mg",2018-06-01,0
"622",-15.91,-46.1,"arinos-mg",2018-07-01,0
"623",-15.91,-46.1,"arinos-mg",2018-08-01,7.6
"624",-15.91,-46.1,"arinos-mg",2018-09-01,6.1
"625",-15.91,-46.1,"arinos-mg",2018-10-01,42.2
"626",-15.91,-46.1,"arinos-mg",2018-11-01,200.7
"627",-15.91,-46.1,"arinos-mg",2018-12-01,163.6
"628",-15.45,-44,"januaria-mg",2018-01-01,60.4
"629",-15.45,-44,"januaria-mg",2019-01-01,56.3
"630",-15.45,-44,"januaria-mg",2018-02-01,362.5
"631",-15.45,-44,"januaria-mg",2019-02-01,106.5
"632",-15.45,-44,"januaria-mg",2018-03-01,128.7
"633",-15.45,-44,"januaria-mg",2019-03-01,173.8
"634",-15.45,-44,"januaria-mg",2018-04-01,10.9
"635",-15.45,-44,"januaria-mg",2018-05-01,0
"636",-15.45,-44,"januaria-mg",2018-06-01,0
"637",-15.45,-44,"januaria-mg",2018-07-01,0
"638",-15.45,-44,"januaria-mg",2018-08-01,0.3
"639",-15.45,-44,"januaria-mg",2018-09-01,10.5
"640",-15.45,-44,"januaria-mg",2018-10-01,32
"641",-15.45,-44,"januaria-mg",2018-11-01,136.3
"642",-15.45,-44,"januaria-mg",2018-12-01,134.3
"643",-14.93,-46.25,"formoso-mg",2018-01-01,174.5
"644",-14.93,-46.25,"formoso-mg",2018-02-01,447.9
"645",-14.93,-46.25,"formoso-mg",2019-02-01,156.4
"646",-14.93,-46.25,"formoso-mg",2018-03-01,144.7
"647",-14.93,-46.25,"formoso-mg",2019-03-01,283.3
"648",-14.93,-46.25,"formoso-mg",2018-04-01,115.3
"649",-14.93,-46.25,"formoso-mg",2018-05-01,11.4
"650",-14.93,-46.25,"formoso-mg",2018-06-01,0
"651",-14.93,-46.25,"formoso-mg",2018-07-01,0
"652",-14.93,-46.25,"formoso-mg",2018-08-01,25.7
"653",-14.93,-46.25,"formoso-mg",2018-10-01,109.8
"654",-14.93,-46.25,"formoso-mg",2018-11-01,187.4
"655",-14.93,-46.25,"formoso-mg",2018-12-01,86.4
"656",-14.91,-42.8,"espinosa-mg",2018-01-01,37.6
"657",-14.91,-42.8,"espinosa-mg",2019-01-01,6.6
"658",-14.91,-42.8,"espinosa-mg",2018-02-01,57.5
"659",-14.91,-42.8,"espinosa-mg",2019-02-01,65.9
"660",-14.91,-42.8,"espinosa-mg",2018-03-01,80.6
"661",-14.91,-42.8,"espinosa-mg",2019-03-01,0
"662",-14.91,-42.8,"espinosa-mg",2018-04-01,2
"663",-14.91,-42.8,"espinosa-mg",2018-05-01,1
"664",-14.91,-42.8,"espinosa-mg",2018-06-01,0
"665",-14.91,-42.8,"espinosa-mg",2018-07-01,0
"666",-14.91,-42.8,"espinosa-mg",2018-08-01,0.6
"667",-14.91,-42.8,"espinosa-mg",2018-09-01,0
"668",-14.91,-42.8,"espinosa-mg",2018-10-01,77
"669",-14.91,-42.8,"espinosa-mg",2018-11-01,120.6
"670",-14.91,-42.8,"espinosa-mg",2018-12-01,278.6
